Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011]
Armenia,ARM,"Bank return on equity (%, before tax)",GFDD.EI.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.18329,6.699425,6.200853,22.27084,21.25931,30.63768,20.14747,23.72949,20.87377,17.67172,6.068062,13.05279,12.26375
Armenia,ARM,"Banking crisis dummy (1=banking crisis, 0=none)",GFDD.OI.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,ARM,Boone indicator,GFDD.OI.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.260195,-0.28795,-0.2247836,-0.213258,-0.1715962,-0.1767267,-0.1714196,-0.2141792,-0.2021981,-0.2353517,-0.2405425,-0.2337138,-0.2062569
Armenia,ARM,Central bank assets to GDP (%),GFDD.DI.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0619206,4.188771,1.957449,2.929774,2.905856,1.829729,1.877882,1.396726,0.9165045,0.552058,0.1837816,0.266603,0.3679442,0.2807673,0.226237,0.2852912,0.8797525,1.175166,1.160249
Armenia,ARM,Checks used to make payments (% age 15+),GFDD.AI.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5993569
Armenia,ARM,Consolidated foreign claims of BIS reporting banks to GDP (%),GFDD.OI.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,0.877,2.135,3.644,3.251,3.4,2.502,1.725,1.674,1.957,3.245,4.48,4.888,4.802,6.117,6.883,9.778
Armenia,ARM,"Consumer price index (2005=100, December)",GFDD.OE.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0270959,2.638073,49.83924,65.87252,69.62726,84.85883,83.75727,85.4723,85.80143,88.26099,89.99481,97.73416,99.69135,99.49665,104.6634,111.6092,117.4038,125.0373,136.967,143.3709
Armenia,ARM,"Consumer price index (2005=100, average)",GFDD.OE.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4125747,21.01252,57.98432,68.81647,78.42378,85.22507,85.77754,85.09914,87.77628,88.70675,92.89509,99.35842,99.99546,102.8837,107.4272,117.0419,121.0284,130.9324,140.9503
Armenia,ARM,Credit card (% age 15+),GFDD.AI.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.342289
Armenia,ARM,Credit to government and state owned enterprises to GDP (%),GFDD.EI.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.023,0.179,0.068,0.887,1.144,1.616,1.242,1.638,2.533,2.565,2.247,2.106,2.039,1.8,1.855,2.341,3.404,4.132,4.606
Armenia,ARM,Debit card (% age 15+),GFDD.AI.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.198712
Armenia,ARM,Deposit money bank assets to deposit money bank assets and central bank assets (%),GFDD.DI.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.2442,27.41151,68.82558,78.28555,60.61339,77.76727,82.66435,84.18127,91.9025,91.55432,96.82481,98.63291,95.32455,96.52992,97.65712,98.44298,98.29459,95.18205,96.74908,96.68084
Armenia,ARM,Deposit money banks' assets to GDP (%),GFDD.DI.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1252552,3.548473,5.572707,6.242852,6.327824,7.62366,9.474668,10.46907,10.16725,8.935072,7.767603,7.883879,8.84052,9.532567,11.94722,17.07122,25.07424,28.32409,34.11429
Armenia,ARM,Depositing/withdrawing at least once in a typical month (% age 15+),GFDD.AI.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.20019
Armenia,ARM,Domestic credit to private sector (% of GDP),GFDD.DI.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.44456,8.376261,11.07547,7.265853,5.623216,6.028109,7.409642,8.731478,9.946871,7.573054,6.77653,5.682312,6.990648,8.048039,8.837463,13.57794,19.38674,24.85492,28.44516,35.38196
Armenia,ARM,Electronic payments used to make payments (% age 15+),GFDD.AI.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.244321
Armenia,ARM,External loans and deposits of reporting banks vis-à-vis all sectors (% of domestic bank deposits),GFDD.OI.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.98917,145.8325,96.31239,151.5391,144.2773,115.2365,136.6337,131.7429,140.3759,103.5926,83.10384,109.957,59.11594,22.25782,24.71014,20.51683,25.57559
Armenia,ARM,External loans and deposits of reporting banks vis-à-vis the banking sector (% of domestic bank deposits),GFDD.OI.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.08796,127.8839,65.73703,111.9652,121.4137,93.0295,108.8233,107.0114,116.7126,88.23591,71.26103,97.70998,45.50592,10.18844,12.60431,6.859357,12.51252
Armenia,ARM,External loans and deposits of reporting banks vis-à-vis the nonbanking sectors (% of domestic bank deposits),GFDD.OI.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.90122,17.94862,30.57536,39.57391,22.86362,22.20704,27.81039,24.73153,23.66337,15.35669,11.84281,12.24703,13.61003,12.06938,12.10583,13.65747,13.06307
Armenia,ARM,Financial system deposits to GDP (%),GFDD.DI.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1859279,5.835945,2.766947,2.633707,3.217818,4.581893,6.180628,7.630472,7.931704,7.875901,8.03485,8.63496,9.113576,9.344293,10.01766,10.8212,14.59594,16.22688,18.11811
Armenia,ARM,Firms identifying access to finance as a major constraint (%),GFDD.AI.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6,,,15.6,,,,32.6,,
Armenia,ARM,Firms not needing a loan (%),GFDD.AI.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.1,,
Armenia,ARM,Firms using banks to finance investments (%),GFDD.AI.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,44.6,,,,31.9,,
Armenia,ARM,Firms using banks to finance working capital (%),GFDD.AI.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,,,46.3,,,,,,
Armenia,ARM,Firms whose recent loan application was rejected (%),GFDD.AI.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,ARM,Firms with a bank loan or line of credit (%),GFDD.AI.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.3,,
Armenia,ARM,Firms with a checking or savings account (%),GFDD.AI.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.5,,
Armenia,ARM,Foreign bank assets among total bank assets (%),GFDD.OI.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,58,65,70,79,,
Armenia,ARM,Foreign banks among total banks (%),GFDD.OI.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,17,23,36,36,38,42,42,46,54,69,69,73,80,,
Armenia,ARM,GDP (Current USD),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2256838858.42714,2068526521.90299,1272577521.7683,1201313196.45626,1315158670.47971,1468317350.02343,1596968913.19202,1639492424.38103,1893726437.35976,1845482181.48539,1911563665.39006,2118467913.37873,2376335048.39976,2807061008.69084,3576615240.41616,4900436758.50466,6384457744.44765,9206277478.95229,11662017844.8868,8648015304.9989,9260285762.09704,10138077996.4192
Armenia,ARM,GDP per capita (Constant 2005 USD),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146.30040443045,1021.63180405992,605.348153333664,565.155657500067,610.10991985076,665.718371745936,715.813633489639,748.018547382557,808.990834213603,840.856994730962,895.597714538812,986.361482980811,1121.17390296504,1283.21554273526,1422.40362390004,1625.39690429443,1847.27305407998,2110.41500437207,2265.424535936,1950.98327565342,1995.01384986551,2089.14292778124
Armenia,ARM,GNI (Current USD),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2173850349.42117,2066190377.00437,1063305217.57718,1102577578.26264,1314624315.44319,1466464586.03425,1641664593.84626,1738092424.38103,1954126437.35976,1900422181.48539,1964463665.39006,2182923204.66323,2464539523.19859,2901554573.66335,3684033821.3288,5032955714.20051,6599622264.19205,9485061181.78707,12133205348.4519,8814606795.35758,9598932086.78955,10693147996.4192
Armenia,ARM,Global leasing volume to GDP (%),GFDD.OI.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,ARM,Gross portfolio debt assets to GDP (%),GFDD.DM.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.846,0.25,0.002,0.002,0.004,0.054,0.05,0.029,0.001,0.119,0.13,0.113
Armenia,ARM,Gross portfolio debt liabilities to GDP (%),GFDD.DM.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.202,0.194,0.207,0.122,0.122,0.001,,0.157,0.001,0.057,0.145,0.264,0.066
Armenia,ARM,Gross portfolio equity assets to GDP (%),GFDD.DM.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.162,0.17,0.188,0.156,0.125,0.067,0.032,0.024,0.018,0.045,0.037,0.014
Armenia,ARM,Gross portfolio equity liabilities to GDP (%),GFDD.DM.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041,0.057,0.073,0.123,0.105,0.135,0.112,0.093,0.101,0.1,0.097,0.099,0.11
Armenia,ARM,H-statistic,GFDD.OI.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.755,0.708
Armenia,ARM,Insurance company assets to GDP (%),GFDD.DI.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319,,0.328,0.541,,
Armenia,ARM,International debt issues to GDP (%),GFDD.DM.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,ARM,Investments financed by banks (%),GFDD.AI.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,,,23,,,,21.7,,
Armenia,ARM,Investments financed by equity or stock sales (%),GFDD.AM.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,0.3,,,,27.9,,
Armenia,ARM,Lerner index,GFDD.OI.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.262503,0.206762,0.20906,0.187038,0.267429,0.331674,0.393746,0.431324,0.392159,0.358771,0.339433,0.282395,0.193211,0.251419,0.26136
Armenia,ARM,Life insurance premium volume to GDP (%),GFDD.DI.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,ARM,Liquid assets to deposits and short term funding (%),GFDD.SI.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.16674,46.4657,45.1855,54.54736,66.39857,74.39797,71.05844,53.47155,45.97551,37.04905,33.97071,41.84797,31.96968,33.0489
Armenia,ARM,Liquid liabilities in millions USD (2000 constant),GFDD.OI.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.7639,46.39209,70.22696,113.4991,137.1044,153.0931,195.3058,216.0509,274.6442,277.2013,348.4486,390.0187,538.1417,717.9263,1152.192,1882.614,1911.049,1118.219,1296.147,1523.293
Armenia,ARM,Liquid liabilities to GDP (%),GFDD.DI.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2478361,8.967977,6.121114,7.243358,7.84248,8.806433,10.54231,12.57528,13.28477,13.49766,13.57087,13.69774,14.58397,16.10343,18.48044,20.05243,19.69841,16.13209,18.00537
Armenia,ARM,Loan from a financial institution in the past year (% age 15+),GFDD.AI.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.85763
Armenia,ARM,Loan from a private lender in the past year (% age 15+),GFDD.AI.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.047894
Armenia,ARM,Loan from an employer in the past year (% age 15+),GFDD.AI.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.519813
Armenia,ARM,Loan from family or friends in the past year (% age 15+),GFDD.AI.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.35658
Armenia,ARM,Loan in the past year (% age 15+),GFDD.AI.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.505
Armenia,ARM,Loan through store credit in the past year (% age 15+),GFDD.AI.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.94883
Armenia,ARM,Loans from nonresident banks (amounts outstanding) to GDP (%),GFDD.OI.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1362103,1.440228,2.256796,3.168356,2.330014,1.987901,1.32171,0.7153873,0.4631178,0.5871473,1.326412,1.644619,1.879153,2.22946,3.376497,2.570115,4.389392
Armenia,ARM,Loans from nonresident banks (net) to GDP (%),GFDD.OI.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,ARM,Loans requiring collateral (%),GFDD.AI.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.6,,,73.3,,,,85.9,,
Armenia,ARM,Market capitalization excluding top 10 companies to total market capitalization (%),GFDD.AM.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,ARM,Mobile phone used to pay bills (% age 15+),GFDD.AI.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8432848
Armenia,ARM,Mobile phone used to send money (% age 15+),GFDD.AI.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.985399
Armenia,ARM,Mutual fund assets to GDP (%),GFDD.DI.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.507,0.392,0.344,0.396,,,,,
Armenia,ARM,Nonbank financial institutions’ assets to GDP (%),GFDD.DI.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566155,0.6669401
Armenia,ARM,Nonfinancial corporate bonds to total bonds and notes outstanding (%),GFDD.AM.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,ARM,Nonlife insurance premium volume to GDP (%),GFDD.DI.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053,0.088,0.112,0.124,0.113,0.155,0.154,0.205,0.194,0.222,0.126,0.119,0.223,0.192,0.535
Armenia,ARM,"Number of listed companies per 1,000,000 people",GFDD.OM.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3039566,,,,,,,34.31417,52.83882,70.15736,64.11841,65.67345,11.65536,9.699379,3.358536,4.042917,4.049272,4.048419
Armenia,ARM,Outstanding domestic private debt securities to GDP (%),GFDD.DM.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,ARM,Outstanding domestic public debt securities to GDP (%),GFDD.DM.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,ARM,Outstanding international private debt securities to GDP (%),GFDD.DM.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,ARM,Outstanding international public debt securities to GDP (%),GFDD.DM.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,ARM,Pension fund assets to GDP (%),GFDD.DI.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,ARM,Population (Total),SP.POP.TOTL,1867396,1934239,2002170,2070427,2138133,2204650,2269475,2332624,2394635,2456370,2518408,2580894,2643464,2705584,2766495,2825650,2882831,2938181,2991954,3044564,3096298,3145885,3192877,3239212,3287588,3339147,3396511,3457054,3510439,3542720,3544695,3511912,3449497,3369673,3289943,3223173,3173425,3137652,3112958,3093820,3076098,3059960,3047002,3036032,3025652,3014917,3002911,2989882,2977488,2968154,2963496,2964120
Armenia,ARM,Private credit by deposit money banks and other financial institutions to GDP (%),GFDD.DI.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1152023,3.087002,5.505592,5.776577,5.38879,6.318219,8.050805,9.064775,8.172794,6.572342,5.589615,5.861623,6.917267,7.757622,10.27539,15.04591,22.08805,24.79609,29.97644
Armenia,ARM,Private credit by deposit money banks to GDP (%),GFDD.DI.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1152023,3.087002,5.505592,5.776577,5.38879,6.318219,8.050805,9.064775,8.172794,6.572342,5.589615,5.861623,6.917267,7.757622,10.27539,15.04591,22.0564,24.73116,29.90226
Armenia,ARM,Provisions to nonperforming loans (%),GFDD.SI.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.4,,32.1,34.3,77,70.7,64.3,66.6,38.2,46.7,56.7,55.4
Armenia,ARM,Remittance inflows to GDP (%),GFDD.OI.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45067,5.2512,8.30379,4.8798,5.12874,4.57584,4.45549,5.51184,5.97436,12.1498,9.93265,10.1862,9.09184,9.0272,8.81993,10.6991,19.6645
Armenia,ARM,Saved any money in the past year (% age 15+),GFDD.AI.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5419
Armenia,ARM,Saved at a financial institution in the past year (% age 15+),GFDD.AI.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8191324
Armenia,ARM,Saved using a savings club in the past year (% age 15+),GFDD.AI.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4836061
Armenia,ARM,Small firms with a bank loan or line of credit (%),GFDD.AI.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.7,,
Armenia,ARM,Stock market capitalization to GDP (%),GFDD.DM.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2557418,0.6450024,0.6686706,0.6553562,0.8434834,0.9573342,1.280017,1.670851,1.510495,1.413886
Armenia,ARM,"Stock market return (%, year-on-year)",GFDD.OM.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,ARM,Stock market total value traded to GDP (%),GFDD.DM.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0159728,0.0258943,0.0338464,0.0307838,0.0471623,0.0589922,0.0287795,0.0057773,,
